,0,1
0,600133,0.00623052959502
1,600580,0.00537345513165
2,002282,0.0192554557125
3,000790,0.0025041736227
4,000918,0.00347222222222
5,002138,0.0117591721543
6,000608,0.00500834724541
7,002310,0.00207210940738
8,600595,0.00247116968699
9,600642,0.0187969924812
10,600683,0.00383729854183
11,600208,0.00650759219089
12,002275,0.0197274031564
13,002342,0.0126957257723
14,002068,0.00207361327112
15,002082,0.00925266903915
16,002241,0.00332225913621
17,002263,0.012987012987
18,002315,0.0091171554475
19,600406,0.00266951414842
20,000533,0.00532386867791
21,600435,0.00858000858001
22,000690,0.00877963125549
23,000428,0.00098814229249
24,600298,0.00390977443609
25,002121,0.00237642585551
26,002168,0.00896860986547
27,002093,0.00275862068966
28,002233,0.00331345261763
29,600990,0.0018521948509
30,002296,0.00997435166714
31,000600,0.00405953991881
32,002343,0.0164068908942
33,600173,0.00582411182295
34,002290,0.00348553502963
35,002151,0.00721917412648
36,300033,0.00342426663623
37,002229,0.00912964090079
38,600743,0.0110253583241
39,002133,0.0125
40,002045,0.00917992656059
41,002117,0.0140383715489
42,600112,0.00125272331155
43,600499,0.00429368827823
44,600276,0.00203417412531
45,600246,0.0107411385607
46,002049,0.0088424437299
47,002118,0.00090515545061
48,002202,0.00303951367781
49,002276,0.00314070351759
50,600231,0.00662878787879
51,600824,0.00534759358289
52,600861,0.0104463437797
53,600888,0.00304568527919
54,002159,0.0031867431485
55,300034,0.00277777777778
56,000635,0.000564334085779
57,600317,0.010775862069
58,600533,0.0245901639344
59,002148,0.00570939194976
60,002069,0.0106202209006
61,002132,0.00733137829912
62,002271,0.00492610837438
63,002089,0.00568181818182
64,600337,0.0031914893617
65,600048,0.00504286434695
66,002013,0.00170745589072
67,000926,0.0089605734767
68,000425,0.00935976463996
69,000558,0.0128205128205
70,600416,0.00648788927336
71,600118,0.00149790293589
72,002182,0.00343406593407
73,002264,0.00310462589258
74,600976,0.0102810143934
75,300024,0.00102774922919
76,000887,0.014598540146
77,000999,0.0122950819672
78,000777,0.00437062937063
79,000776,0.0342583076396
80,002096,0.0106685633001
81,002031,0.00754005655042
82,600463,0.0111731843575
83,600067,0.00371195248701
84,000860,0.00587199060482
85,300002,0.00146713615023
86,000792,0.00715553977273
87,000514,0.000798934753662
88,600425,0.00924214417745
89,600481,0.0101874490628
90,600456,0.011786892975
91,002291,0.00151253241141
92,300018,0.00769941484447
93,002258,0.0106883283454
94,300031,0.0050778605281
95,600606,0.00479386385427
96,002309,0.00142227279192
97,002165,0.00336813742001
98,600748,0.00267379679144
99,600089,0.00478468899522
100,600439,0.00683760683761
101,300039,0.00560119492158
102,000731,0.00779510022272
103,000525,0.00290697674419
104,600795,0.0100128369705
105,601328,0.0130718954248
106,600230,0.00460829493088
107,600584,0.00919117647059
108,300008,0.0107913669065
109,300027,0.00481927710843
110,002147,0.00379650721336
111,000969,0.00313676286073
112,002300,0.0171685155837
113,002024,0.00260281103592
114,300010,0.00982961992136
115,002164,0.00584795321637
116,002305,0.00655307994758
117,600570,0.00186358553858
118,600236,0.0138364779874
119,002261,0.00213629566332
120,002028,0.00616903146206
121,002230,0.0043956043956
122,002095,0.00522193211488
123,002304,0.00740055504163
124,300007,0.00530035335689
125,300037,0.00639415391642
126,000903,0.0185459940653
127,002331,0.011655011655
128,002268,0.00134120171674
129,300025,0.00349222978872
130,002099,0.00520833333333
131,002293,0.0148936170213
132,002155,0.0043630017452
133,300001,0.00498132004981
134,000540,0.00364203954214
135,002306,0.00983776320331
136,000597,0.00515463917526
137,000671,0.00173601543125
138,600008,0.0146699266504
139,600376,0.00516795865633
140,600880,0.00454821103699
141,002127,0.00333778371162
142,000571,0.00611246943765
143,000728,0.0278706800446
144,002334,0.00857020425653
145,600577,0.0106269925611
146,002109,0.00802139037433
147,001696,0.00257201646091
148,600383,0.0070323488045
149,600660,0.0137651821862
150,600268,0.00444444444444
151,600818,0.00161290322581
152,600370,0.0130548302872
153,600256,0.00126382306477
154,600433,0.0020202020202
155,300052,0.00529100529101
156,002277,0.0084913671101
157,002084,0.00627450980392
158,300046,0.00871839581517
159,002209,0.00567536889898
160,002222,0.0148148148148
161,002280,0.00766430350642
162,002323,0.0161768670801
163,002335,0.00639386189258
164,300017,0.00220994475138
165,002122,0.00166777851901
166,000686,0.0045759609518
167,601788,0.0189969604863
168,600588,0.0182038834951
