-59,-0.037657102674
-58,-0.0363128302194
-57,-0.0360260583645
-56,-0.0358506284436
-55,-0.034447472799
-54,-0.0330361182348
-53,-0.0313169105922
-52,-0.0295255061062
-51,-0.0287517172636
-50,-0.0280518568608
-49,-0.0265386244336
-48,-0.0245268678345
-47,-0.0236671296847
-46,-0.0221688771782
-45,-0.0212796754982
-44,-0.0202451514051
-43,-0.019767903678
-42,-0.0187496213706
-41,-0.0185994856253
-40,-0.0180659670084
-39,-0.0180594275275
-38,-0.0179108311764
-37,-0.0185272661638
-36,-0.0186868639671
-35,-0.0186272847711
-34,-0.0180314620663
-33,-0.0176125041748
-32,-0.0161243862653
-31,-0.0148779609205
-30,-0.0145315960818
-29,-0.0140959531941
-28,-0.0147437116593
-27,-0.0142413632534
-26,-0.0137513594724
-25,-0.013176839047
-24,-0.0139337968721
-23,-0.0143761117749
-22,-0.0137757140264
-21,-0.012937900516
-20,-0.0129916953535
-19,-0.0129100033348
-18,-0.0127685327212
-17,-0.0128209300428
-16,-0.0126533414386
-15,-0.0123744426867
-14,-0.0117413297686
-13,-0.0110712656477
-12,-0.010256720771
-11,-0.0101189438628
-10,-0.00980956313434
-9,-0.00885897855205
-8,-0.00807807289896
-7,-0.0079412349866
-6,-0.00844414626948
-5,-0.00897732627919
-4,-0.00866526928252
-3,-0.00765128717397
-2,-0.00609570362311
-1,-0.00429011927312
0,0.0
1,0.0104550547319
2,0.0105823083219
3,0.0116839918937
4,0.0132598859813
5,0.0137225221389
6,0.0142065363337
7,0.0151457124566
8,0.0165340127658
9,0.0175616499722
10,0.0181239677948
11,0.0193164883447
12,0.0205678385864
13,0.0218353693878
14,0.0225040792284
15,0.0238777816921
16,0.0249077152921
17,0.0270266841931
18,0.0286883112998
19,0.0301785144305
20,0.0310126370345
21,0.0320925175293
22,0.0335047271045
23,0.0347173639095
24,0.0359205159424
25,0.0362820380056
26,0.0374030922443
27,0.0381633617353
28,0.0385291141989
29,0.0395543842463
30,0.0408328149802
31,0.0411191082519
32,0.0408855724104
33,0.0421079360464
34,0.0422749435197
35,0.0411012249201
36,0.0404010906863
37,0.0403934446155
38,0.039987176419
39,0.039782504138
40,0.0396984062963
41,0.0399769170717
42,0.0395568662019
43,0.0395405575767
44,0.0395970468247
45,0.0392776792882
46,0.0390881088671
47,0.0384303037347
48,0.0368806891816
49,0.0357720554197
50,0.0357636708021
51,0.036735681914
52,0.0363421207683
53,0.036453794298
54,0.0372277278015
55,0.0371659195899
56,0.0368782371733
57,0.0363671836485
58,0.0355899797782
59,0.0360450577397
60,0.0359017809209
